lat,lon, GPS ALTITUDE (m),gps_speed, GPS ACCURACY (m),gps_heading,GPS SATELLITES IN RANGE,time_ms, DATE (YYYY-MO-DD HH-MI-SS_SSS),accel_x,accel_y,accel_z, GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²),gyro_z,gyro_x,gyro_y, MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T),yaw,pitch,roll,blackout
52.40152,-1.505763,148.89,5.18,3,280.98,26 / 27,64322,2019-09-08 10:08:50:946,-1.0711,0.9897,9.4585,-0.0173,-0.0172,9.8066,0.0378,0.1742,0.0227,-14.37,-27.44,1.75,302.71,-80.45,-139.44,False
52.40152,-1.505763,148.89,5.18,3,280.98,26 / 27,64421,2019-09-08 10:08:51:045,-0.3368,2.5214,8.6802,-0.0358,-0.0097,9.8066,0.0771,0.1702,-0.045,-14.12,-28.37,2.0,302.91,-80.52,-138.81,False
52.40152,-1.505763,148.89,5.18,3,280.98,26 / 27,64521,2019-09-08 10:08:51:145,0.1817,1.2244,9.8315,0.0075,-0.0067,9.8066,0.0016,0.1421,-0.0563,-12.87,-27.81,1.88,302.44,-80.61,-138.73,False
52.40152,-1.505763,148.89,5.18,3,280.98,26 / 27,64621,2019-09-08 10:08:51:245,-1.4173,2.6936,9.7694,0.0238,0.0215,9.8066,-0.0492,0.1137,-0.0405,-12.94,-28.5,2.13,302.54,-80.78,-138.99,False
52.40152,-1.505763,148.89,5.18,3,280.98,26 / 27,64721,2019-09-08 10:08:51:345,0.9281,3.1297,9.8464,-0.0157,0.0179,9.8065,-0.1773,0.0858,0.0082,-13.44,-28.31,2.81,310.34,-80.77,-137.3,False
52.40152,-1.505763,148.89,5.18,3,280.98,25 / 27,64822,2019-09-08 10:08:51:446,-1.526,3.4479,9.6504,0.008,0.0,9.8066,-0.2341,0.2743,-0.0488,-13.19,-28.37,2.69,310.84,-80.93,-137.2,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 27,64922,2019-09-08 10:08:51:546,0.5227,2.0824,9.1618,0.0041,-0.0282,9.8066,0.1324,0.2436,-0.0779,-13.0,-28.75,2.81,311.1,-80.83,-136.28,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 27,65022,2019-09-08 10:08:51:646,-0.0324,1.385,10.6142,0.0032,-0.0053,9.8066,0.0389,0.0844,-0.041,-12.56,-28.44,2.75,311.81,-80.75,-136.14,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 27,65121,2019-09-08 10:08:51:745,-0.0723,2.0857,10.3342,0.0047,0.0083,9.8066,-0.0013,0.1143,-0.1042,-13.31,-28.56,3.63,316.93,-80.71,-136.12,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 27,65221,2019-09-08 10:08:51:845,0.7039,1.5058,9.4412,-0.0154,0.0149,9.8066,0.0757,0.1184,-0.073,-12.31,-27.81,3.69,316.63,-80.84,-137.34,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 27,65321,2019-09-08 10:08:51:945,1.041,1.7744,9.3002,0.0144,0.0062,9.8065,-0.1258,0.1255,-0.0361,-12.0,-28.44,3.75,315.91,-80.89,-137.96,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 27,65421,2019-09-08 10:08:52:045,-0.1533,1.0931,9.8766,0.0053,0.0013,9.8065,-0.104,0.1876,-0.0556,-11.87,-28.19,3.5,316.91,-81.06,-137.51,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 27,65522,2019-09-08 10:08:52:146,-0.5016,1.3997,9.3434,-0.0369,-0.0068,9.8065,0.0184,0.1645,-0.019,-11.0,-28.06,3.0,313.76,-81.37,-135.64,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 27,65621,2019-09-08 10:08:52:245,-0.2239,1.31,9.5016,-0.0216,-0.0051,9.8066,0.0117,0.0879,0.0519,-11.19,-28.44,3.75,321.58,-81.34,-135.09,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 27,65722,2019-09-08 10:08:52:346,-0.0147,1.6084,9.6052,0.0,-0.0083,9.8065,0.0509,0.0828,0.0111,-10.94,-28.62,3.94,321.81,-81.23,-134.27,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,65822,2019-09-08 10:08:52:446,-0.0045,0.9866,10.3746,-0.011,-0.0083,9.8066,-0.0643,0.0838,-0.0068,-11.62,-28.44,4.56,329.17,-81.15,-133.34,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,65921,2019-09-08 10:08:52:545,0.5376,1.904,9.5786,0.0023,0.0017,9.8066,-0.0445,0.1465,-0.052,-11.0,-27.75,4.31,323.9,-81.12,-133.13,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,66021,2019-09-08 10:08:52:645,-0.7177,0.7754,9.6886,0.0136,0.0012,9.8066,0.0687,0.123,-0.0424,-10.75,-28.94,4.19,322.63,-81.04,-133.4,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,66122,2019-09-08 10:08:52:746,0.396,0.701,9.2757,-0.0011,-0.0017,9.8066,0.0535,-0.0093,0.0463,-11.0,-28.44,4.88,330.3,-81.04,-133.51,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,66222,2019-09-08 10:08:52:846,-0.1616,0.5344,10.1093,-0.0115,0.0025,9.8066,-0.0022,0.0347,0.0743,-10.69,-28.0,4.56,330.17,-81.04,-133.6,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,66321,2019-09-08 10:08:52:945,1.2926,0.4522,9.9532,0.016,-0.0081,9.8066,0.1749,0.1167,0.003,-10.44,-28.69,4.75,331.71,-81.0,-133.44,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,66422,2019-09-08 10:08:53:046,0.033,0.5152,9.9596,0.0236,-0.0042,9.8065,-0.0611,0.0574,0.028,-10.56,-28.37,3.88,323.57,-80.97,-133.13,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,66522,2019-09-08 10:08:53:146,0.0465,0.5156,9.0896,-0.039,-0.0006,9.8065,-0.0934,0.0505,0.0417,-10.06,-28.75,4.44,323.77,-80.89,-133.04,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,66621,2019-09-08 10:08:53:245,-0.2035,1.0245,9.5679,-0.0367,0.001,9.8065,0.1204,0.0306,0.0791,-10.56,-28.75,4.75,332.77,-80.98,-131.45,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 27,66721,2019-09-08 10:08:53:345,-0.7185,1.2989,10.0225,0.027,-0.0174,9.8065,0.1084,0.0193,0.0621,-9.94,-28.94,4.75,334.25,-80.78,-131.6,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,66821,2019-09-08 10:08:53:445,-0.4762,0.852,10.1753,0.031,-0.0185,9.8065,-0.16,0.0489,0.0036,-10.62,-29.31,4.75,332.51,-80.71,-131.3,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,66921,2019-09-08 10:08:53:545,-0.5976,1.4952,9.1183,-0.0352,0.008,9.8065,-0.1197,0.0359,0.0328,-11.0,-29.0,4.94,333.4,-80.71,-130.73,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,67022,2019-09-08 10:08:53:646,-0.8057,0.2794,9.1326,-0.0452,0.0101,9.8065,0.1248,0.0358,0.0263,-10.62,-28.5,4.88,336.78,-80.8,-128.99,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,67122,2019-09-08 10:08:53:746,-0.0188,-0.3542,10.5377,0.0307,-0.006,9.8065,0.1439,0.0096,-0.0038,-10.75,-28.87,5.25,336.4,-80.82,-128.93,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,67221,2019-09-08 10:08:53:845,-0.3514,0.6002,10.8267,0.0567,-0.0222,9.8064,-0.0829,0.0524,-0.0238,-10.5,-28.94,4.88,335.99,-80.66,-130.41,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,67321,2019-09-08 10:08:53:945,-0.1618,0.2853,10.22,-0.0072,0.0209,9.8066,-0.1016,0.0304,-0.0479,-10.25,-28.87,5.5,343.06,-80.89,-131.11,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,67421,2019-09-08 10:08:54:045,-0.5593,0.6094,10.4377,-0.0093,0.0136,9.8065,0.0949,0.0208,-0.0366,-10.75,-28.81,5.44,332.08,-80.97,-131.89,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,67522,2019-09-08 10:08:54:146,-0.5792,0.5825,10.3247,0.02,-0.0007,9.8065,0.0715,-0.01,-0.0194,-10.12,-28.69,5.88,340.78,-81.03,-132.63,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,67622,2019-09-08 10:08:54:246,-0.8226,0.1358,10.5049,0.0103,-0.0047,9.8066,-0.1965,0.0143,-0.0403,-9.87,-29.0,4.63,331.84,-81.02,-133.39,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 26,67721,2019-09-08 10:08:54:345,-1.4056,1.2795,9.2341,-0.012,0.0102,9.8066,-0.1165,0.0359,-0.0441,-10.19,-28.75,5.13,332.21,-81.11,-133.27,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,67822,2019-09-08 10:08:54:446,-1.2359,1.0693,9.6807,-0.0228,0.0005,9.8066,0.0795,-0.037,0.0069,-10.06,-29.25,4.56,333.94,-81.21,-132.31,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,67921,2019-09-08 10:08:54:545,-1.7898,0.6917,10.6397,-0.001,-0.0117,9.8065,-0.0189,-0.0002,0.007,-9.94,-29.31,4.44,326.55,-81.22,-131.8,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,68021,2019-09-08 10:08:54:645,-1.5708,0.5813,10.7846,0.007,-0.0014,9.8066,-0.0681,0.0352,-0.0355,-10.5,-29.62,4.56,334.05,-81.18,-131.85,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,68121,2019-09-08 10:08:54:745,-2.0564,1.0618,9.9221,0.0047,-0.0063,9.8066,-0.0304,-0.0053,-0.0195,-10.62,-29.75,5.13,331.93,-81.14,-131.84,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,68221,2019-09-08 10:08:54:845,-0.4885,0.4213,9.4091,0.0025,-0.0076,9.8066,-0.0642,0.0153,0.0212,-10.69,-28.75,5.38,332.6,-81.04,-131.63,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,68322,2019-09-08 10:08:54:946,-1.5985,0.5213,10.0686,-0.0227,0.0006,9.8066,0.0004,0.0036,0.0471,-10.37,-29.0,4.94,335.37,-80.89,-131.05,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,68421,2019-09-08 10:08:55:045,-1.8326,1.0689,9.9185,-0.0101,-0.0047,9.8065,0.0818,-0.0354,0.105,-10.62,-29.0,5.25,335.0,-80.91,-129.92,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,68522,2019-09-08 10:08:55:146,-1.776,0.9458,9.9827,-0.0046,-0.0068,9.8066,0.0347,0.0075,0.0335,-10.69,-28.25,5.38,336.72,-80.79,-129.0,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,68621,2019-09-08 10:08:55:245,-1.1361,0.2036,10.2781,0.0008,-0.0132,9.8066,-0.1124,0.0065,0.0248,-11.19,-28.75,4.5,337.06,-80.69,-128.39,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,68721,2019-09-08 10:08:55:345,-1.4527,1.1272,9.9029,-0.0019,-0.0025,9.8066,-0.0245,0.0195,-0.0245,-10.81,-28.87,5.63,344.53,-80.62,-128.1,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 26,68821,2019-09-08 10:08:55:445,-0.8358,0.8482,9.3552,0.0085,-0.0017,9.8066,0.0236,-0.0059,-0.0256,-10.75,-29.19,4.25,329.86,-80.55,-127.95,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,68921,2019-09-08 10:08:55:545,-2.9024,0.4584,10.3352,-0.0186,-0.0025,9.8065,0.007,0.0489,-0.0053,-11.37,-29.31,5.0,336.23,-80.49,-128.7,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,69022,2019-09-08 10:08:55:646,-0.7793,-2.4527,10.9826,0.0239,0.0011,9.8066,-0.1432,0.0783,-0.1809,-11.12,-29.31,4.19,328.05,-80.43,-128.93,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,69122,2019-09-08 10:08:55:746,-1.1862,0.4042,9.4096,-0.0114,0.0339,9.8066,-0.1086,-0.0387,-0.1093,-11.37,-29.44,5.38,333.39,-80.93,-130.99,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,69221,2019-09-08 10:08:55:845,-0.1467,0.2674,9.3501,-0.0157,0.0154,9.8066,0.0803,-0.1302,-0.009,-11.12,-28.87,5.19,333.36,-81.03,-131.12,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,69322,2019-09-08 10:08:55:946,-0.5312,0.6862,9.2032,-0.0073,0.0083,9.8066,0.1049,-0.0811,0.0046,-11.19,-29.06,4.69,332.9,-81.21,-131.62,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,69421,2019-09-08 10:08:56:045,-2.325,0.3651,10.2354,-0.0139,0.0199,9.8066,-0.0649,0.0197,-0.0705,-10.19,-28.44,4.31,328.45,-81.49,-131.41,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,69522,2019-09-08 10:08:56:146,-2.4242,0.6577,10.4497,-0.0033,-0.0004,9.8066,-0.0279,-0.0315,0.0398,-11.31,-28.94,4.75,333.47,-81.53,-131.61,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,69622,2019-09-08 10:08:56:246,-1.9421,-0.1092,9.2994,0.0034,-0.0012,9.8066,0.0192,0.0566,-0.0053,-10.44,-28.87,4.44,327.58,-81.54,-131.63,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,69721,2019-09-08 10:08:56:345,-0.7558,-0.0178,10.1238,0.0087,-0.0026,9.8066,0.051,-0.004,0.0379,-10.87,-28.94,4.81,332.65,-81.51,-132.15,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,69821,2019-09-08 10:08:56:445,-1.3642,0.2628,10.2575,0.0067,0.0025,9.8066,-0.0589,0.0296,0.0023,-11.5,-28.12,5.31,333.42,-81.58,-132.02,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,69922,2019-09-08 10:08:56:546,-1.5263,0.484,10.2478,0.0017,0.0041,9.8066,-0.0002,0.0016,0.0051,-11.0,-28.56,5.19,332.98,-81.65,-132.09,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,70022,2019-09-08 10:08:56:646,-1.1366,-0.2954,9.5987,0.0141,0.0107,9.8065,0.0279,-0.0251,-0.0195,-10.87,-28.5,4.81,331.72,-81.71,-133.34,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,70121,2019-09-08 10:08:56:745,-1.324,0.2337,10.0927,0.0145,0.0024,9.8066,0.085,-0.0259,-0.0213,-11.0,-29.06,4.38,322.01,-81.66,-134.84,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,70222,2019-09-08 10:08:56:846,-0.8757,0.7474,9.9517,0.0117,0.0055,9.8065,-0.0161,-0.0184,-0.0153,-12.06,-29.31,4.88,326.53,-81.7,-135.55,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,70321,2019-09-08 10:08:56:945,-1.8822,0.2993,10.2312,-0.0064,0.0018,9.8066,-0.0225,-0.007,-0.0028,-11.06,-29.44,4.81,327.56,-81.73,-135.91,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,70421,2019-09-08 10:08:57:045,-0.9709,0.5002,9.7009,0.0007,0.0089,9.8066,-0.0306,-0.0243,0.0082,-11.25,-29.25,5.38,327.24,-81.81,-136.24,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,70522,2019-09-08 10:08:57:146,-1.6191,0.5514,9.7708,-0.0014,0.0034,9.8066,0.0194,0.0305,-0.0256,-11.37,-30.0,5.25,326.36,-81.88,-136.58,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,70622,2019-09-08 10:08:57:246,-0.4113,0.7867,9.3162,-0.0001,0.0034,9.8065,-0.0833,-0.0303,0.0057,-11.37,-29.44,5.31,326.8,-81.9,-136.67,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,70721,2019-09-08 10:08:57:345,-2.0427,0.6283,9.6885,-0.0163,0.0109,9.8066,-0.0728,-0.0147,-0.0153,-11.94,-30.0,5.44,324.22,-82.13,-137.46,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,70822,2019-09-08 10:08:57:446,-1.1711,0.95,9.9738,-0.0104,0.0193,9.8065,0.0478,0.0397,-0.0896,-10.69,-29.31,5.75,331.79,-82.22,-138.06,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,70921,2019-09-08 10:08:57:545,-0.5793,1.2241,9.3872,0.0068,0.001,9.8066,0.0364,0.0195,0.0167,-10.81,-28.94,5.81,332.3,-82.34,-137.84,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,71021,2019-09-08 10:08:57:645,-1.5453,-0.2095,10.6197,-0.0015,-0.0116,9.8066,-0.069,0.0041,0.0063,-11.69,-28.62,5.38,325.83,-82.3,-136.85,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,71122,2019-09-08 10:08:57:746,-1.3699,0.5299,9.6926,-0.0126,0.0052,9.8066,-0.0091,-0.0158,-0.0117,-10.56,-28.44,5.63,334.88,-82.45,-136.37,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,71221,2019-09-08 10:08:57:845,-1.6931,1.1035,9.8902,-0.0081,-0.0012,9.8066,0.0581,-0.037,0.0729,-11.56,-29.0,4.81,328.19,-82.59,-135.47,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,71322,2019-09-08 10:08:57:946,-1.109,0.82,9.7346,0.0065,0.0,9.8066,0.0391,0.0302,0.0027,-10.62,-27.94,4.69,330.62,-82.5,-135.07,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,71421,2019-09-08 10:08:58:045,-2.1601,0.2659,9.9976,-0.0052,-0.0031,9.8066,0.0452,0.0286,0.0206,-11.12,-28.5,5.25,331.81,-82.51,-134.21,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,71522,2019-09-08 10:08:58:146,-0.9911,0.4158,9.8123,-0.0004,0.0061,9.8066,0.0185,0.0121,-0.0075,-11.0,-28.19,5.19,332.28,-82.47,-133.82,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,71622,2019-09-08 10:08:58:246,-1.8129,-0.1394,9.6423,-0.0076,-0.0029,9.8066,0.0442,0.016,0.0068,-10.94,-28.44,5.19,332.62,-82.51,-133.62,False
52.402145,-1.506343,150.5,10.57,3,325.94,26 / 28,71722,2019-09-08 10:08:58:346,-1.6577,0.023,10.3801,-0.0011,-0.0001,9.8066,0.0385,-0.0342,0.0344,-11.25,-28.44,5.44,332.14,-82.47,-133.92,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,71823,2019-09-08 10:08:58:447,-1.0075,0.7133,10.1946,-0.007,0.0058,9.8065,-0.059,-0.011,0.0095,-10.87,-28.31,4.94,331.92,-82.47,-134.08,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,71921,2019-09-08 10:08:58:545,-1.3474,0.6918,10.1423,-0.0026,0.0137,9.8066,-0.0202,0.0462,-0.0494,-11.37,-28.25,5.31,330.95,-82.51,-134.83,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,72021,2019-09-08 10:08:58:645,-0.661,0.1109,9.9698,-0.001,-0.0057,9.8066,0.0064,0.048,-0.0236,-10.62,-28.19,4.94,331.39,-82.59,-134.61,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,72122,2019-09-08 10:08:58:746,-1.4007,0.6023,10.0268,0.004,0.0007,9.8066,-0.0191,-0.0099,0.0117,-10.87,-27.44,5.13,332.59,-82.66,-134.09,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,72221,2019-09-08 10:08:58:845,-1.2997,0.8196,9.9422,0.0008,0.0047,9.8066,-0.0556,-0.0056,0.0075,-11.25,-28.12,5.13,332.19,-82.7,-134.15,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,72321,2019-09-08 10:08:58:945,-2.0624,0.4938,10.0672,-0.0105,0.0071,9.8066,-0.016,0.0238,-0.0071,-11.0,-27.31,5.0,333.32,-82.73,-133.63,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,72421,2019-09-08 10:08:59:045,-1.2405,0.1215,9.8049,0.0012,0.0134,9.8066,0.0229,0.0256,-0.0091,-10.31,-26.75,5.0,335.39,-82.89,-133.85,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,72521,2019-09-08 10:08:59:145,-1.1645,0.9609,9.8717,0.0066,0.0003,9.8066,0.0509,-0.016,0.0421,-11.44,-27.25,4.94,332.83,-82.88,-134.15,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,72622,2019-09-08 10:08:59:246,-1.0276,0.3616,9.9437,0.0053,-0.0083,9.8066,-0.0271,0.0164,-0.016,-11.25,-27.31,4.63,332.95,-82.85,-134.03,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,72721,2019-09-08 10:08:59:345,-1.0278,0.5097,10.0494,0.0133,0.0055,9.8066,-0.0361,-0.0177,0.0062,-11.75,-27.0,5.31,330.63,-82.91,-134.57,False
52.402145,-1.506343,150.5,10.57,3,325.94,24 / 27,72821,2019-09-08 10:08:59:445,-1.6919,0.7295,9.7201,-0.0117,0.0103,9.8066,0.0401,-0.0108,0.0292,-11.31,-27.69,5.44,332.33,-83.0,-134.39,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,72921,2019-09-08 10:08:59:545,-1.6777,0.1947,10.0521,-0.0083,0.0021,9.8066,0.0286,-0.0083,0.011,-11.19,-27.19,5.44,333.12,-83.03,-134.11,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,73022,2019-09-08 10:08:59:646,-1.4931,0.2882,10.2982,0.0015,0.003,9.8066,-0.0032,-0.0077,-0.0282,-11.12,-27.12,4.63,333.62,-83.04,-133.74,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,73121,2019-09-08 10:08:59:745,-1.3603,0.3488,9.9585,0.0057,0.0022,9.8066,-0.0187,-0.0182,-0.0258,-10.94,-26.75,5.38,333.41,-83.11,-133.97,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,73221,2019-09-08 10:08:59:845,-1.6958,0.7288,10.0781,-0.0168,0.0048,9.8066,0.0488,-0.0158,0.0146,-10.87,-26.94,4.56,333.58,-83.15,-133.88,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,73322,2019-09-08 10:08:59:946,-0.9553,-0.1743,10.3294,-0.0014,-0.0042,9.8066,0.0187,0.0004,0.0067,-10.75,-27.25,5.25,334.9,-83.19,-132.93,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,73422,2019-09-08 10:09:00:046,-0.7266,0.5455,9.9256,-0.0029,0.0054,9.8066,0.0177,-0.0176,0.002,-10.69,-27.0,5.38,334.86,-83.24,-133.01,False
52.402145,-1.506343,150.5,10.57,3,325.94,25 / 28,73521,2019-09-08 10:09:00:145,-0.1579,0.1341,9.8382,-0.0019,0.0006,9.8066,0.0059,0.0038,-0.0128,-10.87,-26.56,5.38,334.6,-83.21,-133.18,False
